loan_amnt,term,int_rate,annual_inc,dti,fico_avg,emp_length,revol_util,delinq_2yrs,open_acc,pub_rec,PD,LGD,EAD,Expected_Loss,grade,vintage_year,actual_default
15000,36,6.24,77000,3.28,782,10,14.7,0,14,0,0.034270255,0.45,15000,231.3242234,A,2015,0
35000,36,18.2,125000,13.63,682,3,87.1,0,8,0,0.271729515,0.45,35000,4279.739856,E,2015,0
15000,36,11.22,125000,9.16,682,5,40.9,1,15,1,0.135316664,0.45,15000,913.3874826,B,2015,0
14075,60,24.24,52000,38.36,672,6,67.6,0,12,0,0.738791222,0.45,14075,4679.3189,F,2015,1
7850,36,18.99,65000,22.08,667,1,90,0,11,0,0.348785652,0.45,7850,1232.085314,E,2015,0
14400,36,10.64,100000,4.74,707,0,83.7,0,3,0,0.083217775,0.45,14400,539.25118,B,2015,0
9500,36,9.17,48225,12.08,662,2,47,0,7,1,0.122520019,0.45,9500,523.7730792,B,2015,0
9600,36,6.24,58000,32.23,737,3,29.1,0,18,0,0.081909195,0.45,9600,353.8477212,A,2015,0
5000,36,12.59,94900,24.58,702,10,58.1,0,18,0,0.163278569,0.45,5000,367.3767796,C,2015,1
35000,60,12.88,85000,16.66,702,10,58.4,0,10,0,0.262210853,0.45,35000,4129.820934,C,2015,1
23000,60,15.41,200000,20.11,752,7,27.7,0,15,0,0.269771859,0.45,23000,2792.138744,D,2015,0
22400,36,13.67,83000,26.04,697,10,69.2,1,10,0,0.184824734,0.45,22400,1863.033323,C,2015,0
14000,60,13.18,60000,17.62,662,3,41.4,2,19,1,0.377991539,0.45,14000,2381.346698,C,2015,1
12000,36,9.76,30000,19,727,10,36.9,0,8,0,0.091950184,0.45,12000,496.5309943,B,2015,0
13875,36,17.86,55000,17.87,662,7,34.5,0,10,1,0.330948589,0.45,13875,2066.36025,D,2015,1
27000,36,16.99,75000,13.04,677,2,67.9,0,7,0,0.257361859,0.45,27000,3126.94659,D,2015,0
8000,36,11.22,48000,20.13,712,10,64.7,1,10,0,0.11556041,0.45,8000,416.0174758,B,2015,0
11525,60,23.99,40000,13.47,692,9,46,0,4,0,0.586485085,0.45,11525,3041.658274,F,2015,0
10000,36,7.89,55000,15.56,687,0,59.6,0,6,1,0.091181569,0.45,10000,410.3170596,A,2015,0
20000,36,11.22,84000,28.63,662,3,77.2,4,13,0,0.19709457,0.45,20000,1773.851129,B,2015,1
14000,36,5.32,85000,27.02,717,10,47,0,13,0,0.065995905,0.45,14000,415.774204,A,2015,0
11550,36,18.49,33000,34.69,677,2,83,0,11,0,0.376636891,0.45,11550,1957.570239,E,2015,1
32000,36,17.57,170000,19.26,672,10,62.7,0,11,1,0.287997569,0.45,32000,4147.164999,D,2015,0
28000,36,10.64,120000,27.79,707,0,64.3,0,14,0,0.144276728,0.45,28000,1817.886775,B,2015,0
8000,36,8.18,49000,8.92,672,10,35.8,2,18,0,0.105641363,0.45,8000,380.3089051,B,2015,0
16000,36,9.8,80000,4.38,662,5,31.6,0,8,0,0.119756621,0.45,16000,862.2476705,B,2015,0
9000,36,8.18,37440,14.52,677,0,89.7,0,9,0,0.097120079,0.45,9000,393.3363197,B,2015,0
5000,36,11.49,50000,14.09,677,10,64.5,0,7,0,0.131859149,0.45,5000,296.6830848,B,2015,0
9000,36,11.99,30000,30.6,672,7,30.4,0,17,0,0.227021009,0.45,9000,919.4350867,C,2015,0
22650,36,13.67,78000,24.98,707,10,83.1,0,11,0,0.167857477,0.45,22650,1710.887332,C,2015,0
9000,36,9.17,40000,18.87,702,10,54.2,0,11,1,0.099663355,0.45,9000,403.6365866,B,2015,0
21000,36,17.86,42000,29.88,737,2,13.9,0,20,0,0.306388165,0.45,21000,2895.368157,D,2015,1
3000,36,9.76,130000,6.66,747,6,20.6,0,5,0,0.061480718,0.45,3000,82.99896863,B,2015,0
20400,60,13.18,65000,28.28,662,9,78.8,0,19,1,0.388725726,0.45,20400,3568.502162,C,2015,0
21000,60,18.99,42000,16.29,662,1,88,0,4,0,0.495087445,0.45,21000,4678.576359,E,2015,0
2500,36,11.99,76000,12.36,672,10,67.9,1,14,0,0.147199087,0.45,2500,165.5989734,C,2015,0
10000,36,10.99,60000,27.2,687,10,62.9,0,9,0,0.146537789,0.45,10000,659.4200513,B,2015,0
20000,36,7.26,60000,22.27,727,10,35.9,0,13,0,0.076739992,0.45,20000,690.6599257,A,2015,0
22000,36,11.22,91800,18.46,682,6,65.1,0,16,0,0.15393115,0.45,22000,1523.918382,B,2015,0
10000,36,10.64,58000,14.9,687,10,109,0,5,0,0.101009881,0.45,10000,454.5444636,B,2015,0
23100,60,8.38,81124,16.48,757,8,35.1,0,10,0,0.117870848,0.45,23100,1225.267464,B,2015,0
15000,36,6.49,83000,16.69,727,10,65.8,0,5,0,0.05230291,0.45,15000,353.0446423,A,2015,0
25000,60,11.22,100500,33.18,697,10,92.6,0,12,0,0.261577769,0.45,25000,2942.749901,B,2015,0
7200,36,10.64,116400,7.98,682,10,14.7,0,20,0,0.131197222,0.45,7200,425.0789999,B,2015,0
14200,36,5.32,85000,8.99,702,1,36.3,1,14,0,0.062048394,0.45,14200,396.4892345,A,2015,0
8000,36,7.91,64000,27.75,692,1,48.9,0,18,1,0.122362075,0.45,8000,440.503471,A,2015,1
5500,36,12.59,89000,9.4,697,10,54.6,0,7,1,0.121165395,0.45,5500,299.8843532,C,2015,0
5000,36,9.76,42000,19.89,707,0,34.9,1,7,0,0.112544819,0.45,5000,253.225842,B,2015,0
7200,36,5.32,56000,20.94,722,10,59.1,0,7,0,0.052025601,0.45,7200,168.562947,A,2015,0
21000,60,12.59,150000,15.94,672,10,85,0,12,0,0.269992518,0.45,21000,2551.429291,C,2015,0
13000,36,10.64,60000,30.92,677,6,97.6,0,9,1,0.153480726,0.45,13000,897.86225,B,2015,0
5000,36,9.76,43000,11.39,712,2,62.8,0,9,0,0.089610503,0.45,5000,201.6236322,B,2015,0
10000,36,6.24,94600,11.49,747,5,75.9,0,5,0,0.039911096,0.45,10000,179.599931,A,2015,0
14000,36,7.89,60000,21.26,682,10,71.6,1,13,1,0.101135436,0.45,14000,637.1532441,A,2015,0
20000,36,9.76,65000,19.28,672,10,34.2,0,15,1,0.14659211,0.45,20000,1319.328986,B,2015,0
21000,36,12.05,67000,19.38,692,10,85.4,0,6,0,0.13490177,0.45,21000,1274.821723,C,2015,0
8400,36,9.76,90000,33.49,692,3,61.8,0,20,0,0.157874028,0.45,8400,596.7638271,B,2015,0
25000,36,11.22,130000,13.4,707,0,47.2,0,11,0,0.122926949,0.45,25000,1382.928178,B,2015,0
9325,36,16.99,65000,18.98,662,10,41.2,1,13,1,0.304348458,0.45,9325,1277.122216,D,2015,1
20000,60,13.67,50000,10.63,692,10,39.5,0,6,0,0.271392084,0.45,20000,2442.52876,C,2015,1
5000,36,9.17,50000,23.21,737,1,11.3,0,26,0,0.115518961,0.45,5000,259.9176619,B,2015,0
5000,36,13.18,72000,13.55,692,0,87.3,0,5,0,0.142198373,0.45,5000,319.9463402,C,2015,1
13800,36,10.64,150000,6.85,702,1,12,0,10,0,0.108876008,0.45,13800,676.1200096,B,2015,1
9600,36,17.57,30000,19.48,667,2,93,0,22,0,0.332056957,0.45,9600,1434.486055,D,2015,1
24000,36,9.17,98000,10.57,687,5,79.6,0,10,0,0.095638795,0.45,24000,1032.898991,B,2015,0
30800,60,18.49,67000,21.96,707,3,44,0,9,0,0.459220321,0.45,30800,6364.793655,E,2015,1
25000,36,7.89,135000,14.6,717,10,53.8,0,10,0,0.070268332,0.45,25000,790.5187375,A,2015,0
30000,36,7.49,140000,15.16,707,10,70.3,0,12,0,0.072431994,0.45,30000,977.8319161,A,2015,0
15000,36,6.24,44096,28.66,697,4,43.5,0,19,0,0.102415826,0.45,15000,691.3068225,A,2015,0
21600,36,7.49,150000,19.34,697,3,81.5,1,14,0,0.085224181,0.45,21600,828.3790439,A,2015,0
6000,36,7.26,82500,7.3,742,0,18.5,1,6,0,0.053296889,0.45,6000,143.9015993,A,2015,1
28000,36,7.26,110000,17.91,687,8,54.3,0,14,0,0.093079194,0.45,28000,1172.79784,A,2015,0
17800,36,12.59,63000,27.31,677,7,95.9,1,11,0,0.185989216,0.45,17800,1489.773622,C,2015,0
25000,36,6.99,245000,12.38,727,3,84.7,0,9,0,0.050893935,0.45,25000,572.5567721,A,2015,0
6000,36,13.18,47000,6.95,677,4,6.3,0,5,0,0.167718755,0.45,6000,452.8406384,C,2015,0
35000,60,21.99,96000,23.98,667,0,82.5,0,23,0,0.676452009,0.45,35000,10654.11915,F,2015,1
16800,60,10.64,155000,5.58,717,0,57.5,0,9,1,0.158317408,0.45,16800,1196.879602,B,2015,1
22000,60,9.17,110000,25.02,727,8,32.3,0,16,0,0.186498861,0.45,22000,1846.338725,B,2015,0
1700,36,9.17,35000,18.18,672,0,60.2,1,8,0,0.123689187,0.45,1700,94.6222282,B,2015,0
5000,36,10.64,117000,23.19,672,4,87.2,2,13,0,0.145361176,0.45,5000,327.0626456,B,2015,0
6000,36,7.26,56000,17.34,727,0,35.6,1,19,0,0.079662134,0.45,6000,215.0877619,A,2015,0
8000,36,12.88,43500,22.48,702,3,22.1,0,11,1,0.180268554,0.45,8000,648.9667961,C,2015,1
25925,36,15.41,58975,18.68,687,7,71.5,1,10,0,0.222175659,0.45,25925,2591.956782,D,2015,1
22925,36,24.99,68000,22.8,687,2,28.5,0,9,0,0.547042925,0.45,22925,5643.431574,F,2015,1
12000,36,11.22,41000,26.26,667,5,67.2,0,13,0,0.184716167,0.45,12000,997.4673009,B,2015,1
9000,36,8.38,49000,23.34,682,0,45.7,0,13,0,0.126030116,0.45,9000,510.4219714,B,2015,0
8200,36,11.99,20000,32.71,667,2,38.1,0,13,0,0.237078355,0.45,8200,874.8191302,C,2015,0
20000,36,12.05,51145,35.73,677,6,82.9,0,7,0,0.198530397,0.45,20000,1786.773577,C,2015,0
20000,36,8.38,65000,19.22,672,3,71.3,0,26,0,0.138090525,0.45,20000,1242.814724,B,2015,0
20000,36,7.89,50000,21.32,712,10,35.1,0,12,0,0.090444538,0.45,20000,814.0008455,A,2015,0
24800,36,7.89,75000,10.43,682,3,63.9,0,6,0,0.087214023,0.45,24800,973.308495,A,2015,0
28000,60,15.41,56000,19.67,682,7,36.8,0,15,1,0.411947426,0.45,28000,5190.537567,D,2015,1
15000,36,10.64,95000,18.28,767,1,16.4,0,17,0,0.092204627,0.45,15000,622.3812306,B,2015,0
9000,36,12.05,40000,11.94,697,7,52.2,0,13,0,0.136275109,0.45,9000,551.9141902,C,2015,1
8000,36,9.17,87000,10.9,697,10,43,0,9,0,0.088334349,0.45,8000,318.0036572,B,2015,0
6000,36,10.64,70000,16.48,717,2,23.5,0,15,0,0.119643166,0.45,6000,323.0365485,B,2015,0
19200,60,16.99,63000,17.62,677,3,95.5,0,6,0,0.399176928,0.45,19200,3448.888657,D,2015,1
10075,36,13.18,28000,11.66,752,10,25.8,0,9,0,0.106244997,0.45,10075,481.6882553,C,2015,0
6000,36,8.38,30000,4.72,667,5,60.6,0,2,1,0.08612314,0.45,6000,232.5324791,B,2015,0
32400,36,7.89,72000,26.65,702,2,79,0,9,0,0.101020366,0.45,32400,1472.876934,A,2015,0
5000,36,7.89,31000,16.96,732,10,41.4,0,7,0,0.065512554,0.45,5000,147.4032461,A,2015,0
17625,60,15.41,89000,18.37,662,10,58.6,0,8,1,0.387462946,0.45,17625,3073.065494,D,2015,0
12000,60,19.99,42395,18.63,697,0,57.3,0,8,0,0.496091365,0.45,12000,2678.89337,E,2015,1
14325,36,15.41,42000,22.54,692,7,24.7,1,11,0,0.245586563,0.45,14325,1583.112382,D,2015,0
13000,36,8.38,75000,18.29,672,3,52.5,0,22,0,0.13207128,0.45,13000,772.6169907,B,2015,0
10000,36,9.17,35000,13.85,697,7,45.7,0,12,1,0.101688413,0.45,10000,457.5978572,B,2015,0
21000,36,9.76,280000,15.92,722,10,73.8,0,11,0,0.074539563,0.45,21000,704.3988684,B,2015,0
28000,36,5.32,132400,5.26,807,10,6.9,0,13,0,0.026429308,0.45,28000,333.0092786,A,2015,0
4800,36,11.99,225000,4.28,667,6,27.2,0,10,0,0.133040545,0.45,4800,287.3675766,C,2015,0
19600,60,22.99,130000,3.97,687,10,82.6,0,16,0,0.525965421,0.45,19600,4639.015016,F,2015,0
28000,60,11.22,85000,31.43,707,10,67.4,0,12,0,0.257601337,0.45,28000,3245.77684,B,2015,0
9000,36,9.17,84000,15.36,667,1,24.8,1,10,0,0.133285348,0.45,9000,539.8056606,B,2015,0
5500,36,9.76,41000,21.17,672,10,39.4,1,8,0,0.134592829,0.45,5500,333.1172509,B,2015,0
15000,36,9.17,84000,19.54,692,10,47.3,0,19,0,0.118828859,0.45,15000,802.0947994,B,2015,0
34825,60,18.49,69691,26.43,707,10,76.5,0,19,0,0.475966844,0.45,34825,7458.995409,E,2015,0
28000,60,17.57,110000,17.58,667,10,82.8,2,10,0,0.440959062,0.45,28000,5556.084176,D,2015,0
12850,36,25.99,40000,17.4,672,10,53.9,0,11,0,0.553038367,0.45,12850,3197.944358,F,2015,1
12500,60,13.18,80000,22.41,662,10,58.8,0,13,1,0.347998952,0.45,12500,1957.494107,C,2015,1
14000,36,5.32,126500,8.36,752,3,7.3,0,12,0,0.042280914,0.45,14000,266.369756,A,2015,0
9000,36,7.49,80000,21.6,727,1,45,0,12,0,0.077567976,0.45,9000,314.1503031,A,2015,0
30000,36,8.38,80000,25.8,722,1,30.9,0,16,0,0.110447455,0.45,30000,1491.04064,B,2015,0
11300,60,19.99,49800,16.19,667,8,54.4,0,9,1,0.527758261,0.45,11300,2683.650759,E,2015,0
6800,36,8.49,40000,13.32,687,2,39.4,1,9,1,0.10099644,0.45,6800,309.0491071,B,2015,0
5000,36,6.89,61000,15.34,722,10,29.2,0,9,0,0.062702177,0.45,5000,141.0798974,A,2015,0
13725,36,12.88,105000,6.05,667,3,9.9,0,2,0,0.163443786,0.45,13725,1009.469681,C,2015,1
8000,36,11.99,40000,21.15,687,2,56.1,0,7,1,0.159469584,0.45,8000,574.0905031,C,2015,0
5600,36,13.18,32000,12.3,677,8,87.8,0,5,0,0.148610437,0.45,5600,374.4983021,C,2015,0
10000,36,9.17,85000,4.72,662,5,64,0,11,1,0.10502046,0.45,10000,472.592071,B,2015,0
12000,36,9.17,33333,33.13,667,10,44.9,4,15,0,0.170670865,0.45,12000,921.6226707,B,2015,1
6000,36,5.32,109000,6.29,727,3,25.7,0,9,0,0.044695186,0.45,6000,120.6770034,A,2015,0
9600,36,21.99,24000,26.78,687,3,65.5,0,5,0,0.424929092,0.45,9600,1835.693679,F,2015,0
9600,36,9.17,80000,34.32,662,2,96.5,0,8,1,0.151366527,0.45,9600,653.9033983,B,2015,0
12000,60,11.22,55000,27.06,667,2,93,0,4,1,0.278702117,0.45,12000,1504.991429,B,2015,1
20000,36,7.89,75000,21.39,697,10,87.4,0,6,1,0.081632206,0.45,20000,734.6898506,A,2015,0
10800,36,11.99,25792,23.83,722,5,20.9,0,10,0,0.146052729,0.45,10800,709.8162653,C,2015,0
8000,36,6.24,320000,7.71,757,1,3.2,2,14,0,0.040701894,0.45,8000,146.5268182,A,2015,0
8000,36,14.33,85000,24.81,667,9,62.3,1,11,0,0.231437776,0.45,8000,833.1759939,C,2015,1
7050,36,16.99,50000,4.99,662,4,57.9,0,6,0,0.242196508,0.45,7050,768.368422,D,2015,0
8000,36,8.38,58000,16.53,737,10,13.1,0,14,0,0.07662285,0.45,8000,275.8422583,B,2015,0
16000,36,12.59,40000,30.34,682,1,29.2,1,9,0,0.222592459,0.45,16000,1602.665705,C,2015,0
26000,36,5.32,119000,19.73,737,10,42.2,0,15,0,0.053371026,0.45,26000,624.4410049,A,2015,0
20000,36,10.99,58000,6.54,737,2,55.9,0,5,0,0.081214535,0.45,20000,730.9308126,B,2015,0
35000,60,9.99,90000,21.95,822,10,4.8,0,30,0,0.133991596,0.45,35000,2110.367632,B,2015,0
16800,36,8.38,165000,21.35,677,2,78,0,16,1,0.11335601,0.45,16800,856.9714383,B,2015,0
20000,60,10.64,86000,7.2,712,10,14.5,0,6,1,0.173444071,0.45,20000,1560.996635,B,2015,0
10000,36,11.99,150000,7.6,677,10,71.6,0,16,0,0.130809106,0.45,10000,588.6409772,C,2015,0
28000,60,25.99,98000,13.4,662,10,57.3,0,14,0,0.720170434,0.45,28000,9074.147473,F,2015,1
6000,36,13.44,29424,10.24,662,8,44.8,0,13,1,0.19506249,0.45,6000,526.6687237,C,2015,0
25000,36,5.32,162500,14.18,722,10,41.4,0,16,0,0.053314572,0.45,25000,599.7889307,A,2015,0
10000,60,19.99,40000,20.13,682,3,52.9,0,6,1,0.519460168,0.45,10000,2337.570756,E,2015,1
7000,36,9.8,36000,21.4,712,10,36,0,18,1,0.116882302,0.45,7000,368.1792517,B,2015,1
18000,36,7.89,85000,9.47,672,10,77.1,0,11,1,0.086544446,0.45,18000,701.0100123,A,2015,0
20000,36,7.26,150000,20.14,762,9,19.7,0,12,0,0.055898355,0.45,20000,503.0851948,A,2015,0
4800,36,10.64,25000,29.04,662,2,65.7,1,6,0,0.176361592,0.45,4800,380.9410388,B,2015,0
7200,36,9.17,91500,16.26,702,0,33,3,14,0,0.109455606,0.45,7200,354.6361646,B,2015,0
7525,36,18.99,20930,31.6,737,3,21.6,0,8,0,0.298637105,0.45,7525,1011.259896,E,2015,0
18000,60,15.41,40000,22.71,662,1,56.7,0,15,0,0.45868331,0.45,18000,3715.334809,D,2015,0
6000,36,9.17,35000,5.62,717,10,43.3,0,4,0,0.068378927,0.45,6000,184.6231025,B,2015,0
20000,60,14.48,226000,19.68,727,3,16.7,0,26,0,0.319479111,0.45,20000,2875.312001,C,2015,1
9600,36,13.18,66000,14.35,682,3,32.7,0,9,0,0.179104624,0.45,9600,773.7319748,C,2015,0
22000,60,12.59,60000,26.78,712,8,69.6,0,10,0,0.266245188,0.45,22000,2635.827364,C,2015,0
12000,36,7.89,70000,5.9,692,2,23.7,0,22,1,0.096803635,0.45,12000,522.7396278,A,2015,0
12000,60,17.57,52000,15.76,677,8,72,0,10,0,0.420861772,0.45,12000,2272.653569,D,2015,1
6000,36,7.49,92000,12.03,687,10,78.2,1,6,0,0.069661619,0.45,6000,188.0863709,A,2015,0
18000,36,9.76,160000,23.08,677,4,55.9,0,25,0,0.156241585,0.45,18000,1265.556835,B,2015,0
25000,60,7.89,115000,6.37,722,9,11,0,13,0,0.129272026,0.45,25000,1454.310298,A,2015,0
35000,36,7.26,300000,3.35,752,10,25.4,0,11,0,0.041698815,0.45,35000,656.756331,A,2015,0
15000,60,17.86,47000,18.59,667,10,58.3,1,14,1,0.48200015,0.45,15000,3253.501014,D,2015,1
21000,36,11.49,90000,15.52,732,2,38,0,12,3,0.113248464,0.45,21000,1070.197987,B,2015,0
12000,36,6.24,55000,11.76,782,10,27.9,0,7,0,0.035263732,0.45,12000,190.4241522,A,2015,0
12000,60,9.8,65000,23.84,787,10,13.4,0,18,0,0.138914706,0.45,12000,750.1394143,B,2015,0
6000,36,6.89,80000,2.02,732,5,29.1,0,5,0,0.04627101,0.45,6000,124.9317274,A,2015,0
9600,36,14.33,43680,17.31,667,0,90,2,6,0,0.20770379,0.45,9600,897.2803723,C,2015,1
5000,36,10.64,118000,13.46,717,10,99.4,0,5,0,0.077035218,0.45,5000,173.3292413,B,2015,0
22000,36,6.99,95000,13.03,717,0,50.8,0,13,0,0.071233697,0.45,22000,705.2136005,A,2015,0
20000,36,11.49,102000,31.78,687,0,55.9,1,22,0,0.208279346,0.45,20000,1874.514115,B,2015,0
16000,36,8.38,108000,9.91,667,3,63.7,0,10,0,0.101309306,0.45,16000,729.4270027,B,2015,0
6000,36,11.99,44900,6.71,672,0,64.7,1,20,0,0.162482288,0.45,6000,438.7021786,C,2015,0
15000,60,11.99,195000,9.77,687,7,87.3,2,6,1,0.197670795,0.45,15000,1334.277869,C,2015,1
6000,36,6.24,92000,6.67,697,10,51.5,1,3,0,0.052437923,0.45,6000,141.5823918,A,2015,0
9000,36,9.8,43000,11.61,662,0,40.7,1,5,0,0.132502295,0.45,9000,536.6342929,B,2015,1
3000,36,11.22,83000,15.88,702,8,55.9,0,9,0,0.114083883,0.45,3000,154.0132423,B,2015,0
15000,36,14.48,84000,13,672,10,72.4,0,12,0,0.194360482,0.45,15000,1311.933253,C,2015,0
12000,36,11.99,65000,15.21,672,4,74.7,0,8,1,0.153676236,0.45,12000,829.8516723,C,2015,1
35000,36,7.26,90000,14.79,722,0,59,1,18,0,0.07978196,0.45,35000,1256.565873,A,2015,0
4675,36,10.99,37000,30.04,662,2,29,1,6,1,0.19852405,0.45,4675,417.6449707,B,2015,0
15000,36,13.67,65000,9.92,662,5,92.1,0,6,0,0.172563512,0.45,15000,1164.803707,C,2015,0
12000,36,8.18,55000,20.18,752,6,32.8,0,7,0,0.065771351,0.45,12000,355.1652975,B,2015,0
3000,36,13.44,68000,11.86,662,3,29.9,2,7,0,0.195607959,0.45,3000,264.0707443,C,2015,0
20000,36,6.89,90000,18.01,712,0,40.4,0,8,0,0.076107671,0.45,20000,684.9690404,A,2015,0
9000,36,9.99,60000,15.24,672,10,40,0,6,0,0.122982781,0.45,9000,498.0802639,B,2015,1
7500,36,14.33,29000,18.05,677,3,21.2,0,7,0,0.223494366,0.45,7500,754.2934838,C,2015,1
6000,36,15.41,200000,8.63,672,10,69.2,1,20,0,0.200187673,0.45,6000,540.5067172,D,2015,0
31500,60,19.99,75000,8.21,667,4,90.1,0,4,0,0.478035814,0.45,31500,6776.157664,E,2015,1
24000,60,9.99,97000,18.26,722,3,18.7,0,12,2,0.19812957,0.45,24000,2139.799355,B,2015,0
7000,36,13.18,73000,12.81,702,10,29.4,1,7,0,0.142017499,0.45,7000,447.3551214,C,2015,0
10850,36,9.76,71500,9.21,672,0,70.3,0,10,0,0.115728238,0.45,10850,565.0431238,B,2015,0
6400,36,11.22,97000,3.74,667,10,20.6,2,11,1,0.131941116,0.45,6400,379.9904138,B,2015,1
10000,36,7.26,72000,32.98,692,6,62,0,24,0,0.12272162,0.45,10000,552.2472891,A,2015,1
7200,36,11.49,45000,17.17,697,1,39.6,0,10,0,0.143143298,0.45,7200,463.7842845,B,2015,1
7500,36,13.67,55000,6.33,702,10,14,1,11,0,0.149207616,0.45,7500,503.5757055,C,2015,0
25000,36,7.89,105000,12.58,772,1,0,0,6,0,0.054652694,0.45,25000,614.8428066,A,2015,0
10000,36,8.18,38000,20.75,677,10,40.5,1,12,1,0.114286026,0.45,10000,514.287118,B,2015,0
14225,36,18.2,84000,26.68,667,8,62.9,0,14,0,0.354832173,0.45,14225,2271.369447,E,2015,0
12000,36,17.57,45000,21.12,662,2,50.9,0,7,0,0.328133349,0.45,12000,1771.920082,D,2015,1
6000,36,13.67,40000,25.1,682,5,36.5,0,23,0,0.24632665,0.45,6000,665.0819537,C,2015,0
17125,60,27.31,44388,30.17,662,2,29,0,12,0,0.821885874,0.45,17125,6333.658013,G,2015,0
11225,60,25.99,87000,6.34,672,10,35.9,0,12,0,0.67330678,0.45,11225,3401.040873,F,2015,1
20400,36,8.38,118000,14.89,727,10,38.7,0,14,0,0.075438744,0.45,20400,692.5276667,B,2015,0
18000,60,10.64,65000,22.01,697,10,9.7,0,15,0,0.258468615,0.45,18000,2093.595784,B,2015,1
15000,36,7.89,63000,21,752,10,28.4,0,12,0,0.066893383,0.45,15000,451.5303323,A,2015,0
15000,36,8.38,41000,17.01,697,9,79.2,0,9,0,0.08670616,0.45,15000,585.2665799,B,2015,0
33000,36,13.67,75000,28.82,672,0,38.5,0,15,1,0.27562701,0.45,33000,4093.061102,C,2015,0
5000,36,11.22,26000,21.61,662,10,30.4,0,10,1,0.177737779,0.45,5000,399.9100038,B,2015,0
20475,60,20.5,60000,20.66,682,8,60.2,0,18,0,0.565525607,0.45,20475,5210.611566,E,2015,0
20000,36,9.76,85000,29.62,672,10,62,0,29,1,0.183467704,0.45,20000,1651.209334,B,2015,1
10000,36,5.32,120000,17.91,702,10,69.6,0,10,2,0.055746379,0.45,10000,250.8587063,A,2015,0
15000,60,14.48,94400,23.41,682,5,33.3,0,32,0,0.438994593,0.45,15000,2963.213503,C,2015,1
7000,36,7.89,40000,19.74,747,5,10.4,0,7,0,0.069133621,0.45,7000,217.7709077,A,2015,0
6000,36,10.99,37000,20.63,712,3,50.1,0,10,0,0.123973441,0.45,6000,334.7282915,B,2015,0
22400,60,19.48,70000,3.15,722,10,35.2,0,7,0,0.359906311,0.45,22400,3627.855611,E,2015,0
30000,36,11.48,87000,29.89,692,8,59.2,0,23,0,0.192509973,0.45,30000,2598.884633,B,2015,0
14000,36,11.99,36000,27.43,682,2,51.6,0,9,0,0.189629767,0.45,14000,1194.667535,C,2015,0
9925,36,6.24,66000,19.13,782,10,19.5,0,19,0,0.04631102,0.45,9925,206.8365928,A,2015,0
21000,60,13.18,50000,26.76,662,10,46.5,0,14,0,0.388428834,0.45,21000,3670.65248,C,2015,0
28000,36,5.32,95000,6.9,722,1,7.4,2,22,0,0.063746953,0.45,28000,803.2116073,A,2015,0
6000,36,9.17,43000,18.17,692,2,57.2,1,9,0,0.10885903,0.45,6000,293.9193799,B,2015,0
2000,36,16.55,76727,14.96,667,7,21.4,7,14,1,0.285102548,0.45,2000,256.592293,D,2015,0
24175,60,18.49,67200,17.54,707,10,17.3,3,11,0,0.443429434,0.45,24175,4823.957956,E,2015,1
10500,36,9.17,47500,15.92,737,8,33.9,0,9,0,0.077462481,0.45,10500,366.0102208,B,2015,0
25000,60,10.64,78000,30.08,687,10,65,0,14,0,0.273697764,0.45,25000,3079.09984,B,2015,1
4000,36,13.18,44000,16.01,672,5,61.3,0,6,0,0.175174471,0.45,4000,315.3140476,C,2015,0
18000,60,16.55,45000,33.81,692,10,43,0,28,0,0.512992259,0.45,18000,4155.237302,D,2015,1
3125,36,14.48,60000,1.4,667,2,61.4,0,3,0,0.165463981,0.45,3125,232.6837235,C,2015,0
8000,36,11.99,75000,16.94,672,3,77.5,0,8,0,0.15512918,0.45,8000,558.4650469,C,2015,0
5000,36,13.18,60000,5.16,702,10,92.1,0,4,0,0.106354815,0.45,5000,239.2983335,C,2015,0
15000,36,10.64,100000,15.38,662,8,53.8,1,14,0,0.151720992,0.45,15000,1024.116695,B,2015,0
16000,36,5.32,66695.12,25.28,792,10,11.7,0,13,0,0.041049015,0.45,16000,295.5529102,A,2015,0
10550,60,18.99,24000,18.1,702,8,93.2,0,2,0,0.394727492,0.45,10550,1873.968768,E,2015,1
11000,36,8.18,54000,20.24,697,8,91.8,0,5,0,0.081447814,0.45,11000,403.1666782,B,2015,0
20000,36,14.48,85000,26.92,662,8,72.6,0,16,0,0.265297179,0.45,20000,2387.674608,C,2015,0
11325,60,18.99,27000,22.89,672,3,49.9,0,15,0,0.552385923,0.45,11325,2815.096762,E,2015,0
11825,60,24.24,85000,21.4,662,8,47,0,13,1,0.697939983,0.45,11825,3713.913133,F,2015,0
12000,36,6.89,125000,2.68,772,0,16,0,9,0,0.038900419,0.45,12000,210.0622614,A,2015,0
27175,36,9.17,168000,19.25,727,2,69.1,0,7,0,0.080685221,0.45,27175,986.6793957,B,2015,0
9000,36,14.48,65000,7.81,682,5,36.9,0,8,0,0.181061135,0.45,9000,733.2975959,C,2015,1
10400,36,8.38,50000,12.15,757,10,5,0,13,0,0.063149658,0.45,10400,295.5403983,B,2015,0
25000,60,18.49,66000,18.18,667,7,49,0,32,2,0.574432635,0.45,25000,6462.367139,E,2015,1
8875,36,15.77,50000,15.24,672,2,35,0,4,0,0.241896981,0.45,8875,966.0760663,D,2015,0
9600,36,14.85,74873,22.38,792,6,0.3,0,11,0,0.124748301,0.45,9600,538.9126593,C,2015,0
